Tranche,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger,Well,Header,Heater,Separator,Meter,Tanks - Leaks,Tank thief hatch / PRV,Recip Compressor,Dehydrator,Chemical Injection Pump,Pneumatic Controller,Flash factor,LU-plunger,LU-non plunger
21,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0017852,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00038814,0,0.00037148,0.00035085,0,0,0,0,0.00E+00,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,0,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0,0,0,0,1.0239E-07,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
22,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0017852,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00038833,0,0.00037148,0.00035085,0.00E+00,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,0,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,1.171E-07,0,0,0,3.3769E-08,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0,0.00E+00,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0,0,0.00E+00,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
23,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0017852,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.000003131,0,0,0.00E+00,0,0,0,0,0,0,0.00038798,0,0.00039182,0.00035085,0.00E+00,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,0,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,1.171E-07,0,0,0,3.3769E-08,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0,0.00E+00,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0.00E+00,0.00E+00,0.00E+00,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
24,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0017852,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,3.13E-06,0,0,0,0,0,0,0,0,0,0.00038798,0,0.00039182,0.00035085,0.00E+00,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,0,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0,0,0,4.5447E-07,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0,0.00E+00,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0.00E+00,0.00E+00,0.00E+00,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
25,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0017852,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,3.13E-06,0,0,0,0,0,0,0,0,0,0.00038798,0,0.00039182,0.00035085,0.00E+00,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,0,3.4199E-08,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0,0,0,4.5447E-07,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0,0.00E+00,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0,0,0,0,0,0.00E+00,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
26,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0017852,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,3.13E-06,0,0,0,0,0,0,0,0,0,0.00038798,0,0.00039182,0.00035085,0.00E+00,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,6.8391E-08,0,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0.00E+00,0,0,4.5447E-07,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0,0.00E+00,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
27,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0017852,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,6.1161E-06,0,0,0,0,0,0,0.00038833,0,0.00039182,0.00035085,0.00E+00,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,6.8391E-08,0,0,0,0,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0.00E+00,0,0,4.5447E-07,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0,0.00E+00,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
28,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0017852,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,1.28E-05,0,0,0,0,0,0,0,0,0,0.00038814,0,0.00039182,0.00035085,0.00E+00,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,6.8391E-08,0,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0.00E+00,0,0,4.5447E-07,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0,0.00E+00,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0,0,0,0.00E+00,0,0.00E+00,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
29,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0017852,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,1.40E-05,0,0,0,0,0,0,0,0,0,0.00038814,0,0.00039182,0.00035085,0.00E+00,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,6.8391E-08,0,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0.00E+00,0,0,4.5447E-07,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0,0.00E+00,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
30,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0017852,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0.000021446,0,0,0,0,0,0,0.00038798,0,0.00039182,0.00035085,0.00E+00,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,1.0873E-07,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0.00E+00,0,0,4.5447E-07,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0,0.00E+00,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
31,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0.00E+00,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,1.0873E-07,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0,0,0,4.5447E-07,0.00E+00,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0,0.00E+00,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
32,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0,0,0,0.00E+00,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0.00E+00,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,1.1626E-06,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0,0,0,4.5447E-07,0.00E+00,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0,0.00E+00,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
33,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0,0,0,0.00E+00,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,1.2592E-06,0,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0,0,0,9.634E-07,0.00E+00,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0,0,0,0,0.00E+00,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
34,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0,0,0,0.00E+00,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,1.2592E-06,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0,0,0,9.634E-07,0.00E+00,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0.00E+00,0,0.00E+00,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
35,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,1.2592E-06,0,0,0,0,0,8.31E-05,0,7.95E-05,7.51E-05,0,0,0,9.634E-07,0.00E+00,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0,0,0,0,0,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
36,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0,0,0,9.634E-07,0.00E+00,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
37,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0,0,0,9.634E-07,0.00E+00,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
38,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0,0,0,9.634E-07,0.00E+00,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0,0.00E+00,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
39,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0.00E+00,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0.00E+00,0,0,9.634E-07,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
40,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0.00E+00,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0.00E+00,0,0,9.634E-07,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0,0.00E+00,0,0.00E+00,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
41,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.000171,0,0.0001636,0.00015461,0.00E+00,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0.00E+00,0,0,9.634E-07,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0,0,0.00E+00,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
42,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.00017102,0,0.0001636,0.00015461,0.00E+00,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0,0,0,1.4269E-06,0,0.00E+00,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0,0,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
43,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.00017102,0,0.0001636,0.00015461,0.00E+00,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0.00E+00,0,0,1.4269E-06,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0.00E+00,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0.00E+00,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0,0,0.00E+00,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
44,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.00017102,0,0.0001636,0.00015461,0.00E+00,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0.00E+00,0,0,1.4269E-06,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0.00E+00,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0.00E+00,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0.00E+00,0.00E+00,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
45,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.00017102,0,0.0001636,0.00015461,0.00E+00,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0,0,0,1.4269E-06,0,0.00E+00,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0.00E+00,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0.00E+00,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0,0.00E+00,0,0,0.00E+00,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
46,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.00017104,0,0.0001636,0.00015461,0.00E+00,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0,0,0,1.4269E-06,0,0.00E+00,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0.00E+00,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0.00E+00,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0,0,0,0,0.00E+00,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
47,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00070923,0.00E+00,0,0,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,0,0,0,0,0,0,0.00017104,0,0.0001636,0.00015461,0.00E+00,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0.00E+00,0,0,1.4269E-06,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0.00E+00,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0.00E+00,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0.00E+00,0,0.00E+00,0.00E+00,0,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
48,0,0,0,0,0,0,0,0,0,0,0.014989,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0.0021339,0,0.0020416,0.0019292,0,0,0,0,0,0,0,0,0,0,0.0008139,0,0.00077872,0.00073572,0.00E+00,0,0.00E+00,0,0,0,0,0,0,0,0.00040957,0,0.00039182,0.00035085,0,0,0,0,4.556E-07,0,0,0,0,0,0.00017104,0,0.0001636,0.00015461,0.00E+00,0,0,0,0,0,0,0,0,0,8.49E-05,0,7.95E-05,7.51E-05,0.00E+00,0,0,1.4269E-06,0,0,0,0,0,0,2.58E-05,0,2.47E-05,2.33E-05,0.00E+00,0,0,0,0,0,0,0,0,0,8.56E-06,0,8.13E-06,7.68E-06,0,0,0,0,0.00E+00,0,0,0,0,0,2.30E-06,0,2.20E-06,2.08E-06,0,0,0,0,0.00E+00,0,0,0,0,0,2.95E-07,0,3.12E-07,3.00E-07
